      ID     height   foot_size    weight  forearm_le  income     Book_score  Book_apprec
    1138     1.6081     4.5000    55.9947    39.9967  2375.7773     2.6247    no
    1139     1.6782     4.9623    55.5596    39.3665  3039.3289     3.9277    no
    1140     1.6577     4.9948    65.6422    42.0942  3428.8979     5.6295   yes
    1141     1.6301     4.9724    52.3857    40.1269  1556.1285     2.9509    no
    1142     1.6622     4.5487    61.8429    40.3898  2045.9462     4.0635    no
    1143     1.7911     8.4959    75.0816    45.3799  2049.5212     5.7124   yes
    1144     1.8390    10.1293    81.7759    47.2671  2585.6226     1.6657    no
    1145     1.8136     8.0453    77.3213    45.4221  2718.7637     5.5185   yes
    1146     1.7335     6.7080    78.5760    44.6428  2623.4324     9.8429   yes
    1147     1.7103     5.3738    65.2530    41.0122  1658.5299     5.2965   yes
    1148     1.7204     5.7135    61.6952    41.4732  2663.0515     6.2653   yes
    1149     1.8264     8.6331    81.6674    46.1687  1594.5002     4.7638    no
    1150     1.6861     5.1508    49.1887    40.0878  2261.5171     4.9634    no
    1151     1.5600     4.1723    44.4081    38.5481  2793.8574     1.7862    no
    1152     1.7422     6.1388    66.9019    41.2569  3521.9229     8.3483   yes
    1153     1.5819     3.9114    42.9833    38.5398  2103.7039     1.4780    no
    1154     1.7777     7.4655    70.2791    44.8517  2813.0942     6.5667   yes
    1155     1.8697    11.0724    81.0040    48.5552  3924.8228     0.9692    no
    1156     1.7428     6.2296    78.0357    42.4203  2932.8816     9.4704   yes
    1157     1.5978     4.5022    52.6526    38.5736  1450.6475     1.8212    no
    1158     1.5208     4.2382    51.6197    38.7215  1829.9243     1.6652    no
    1159     1.7209     6.9263    59.0337    41.3956  2773.2595     8.8012   yes
    1160     1.7908     7.6182    82.5722    44.7018  3489.1194     6.1791   yes
    1161     1.6541     4.7391    57.8718    40.0263  1853.5074     4.4086   
